image_name,width,height,patch_score
firework1_p64_t1.0_n20_035,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
robot_coffee_p64_t0.3_n0_057,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
robot_walking_p64_t1.0_n20_067,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
bamboo_tree_p64_t0.3_n0_067,1080,1920,"0,0,0,0.5,2.0,0,0,0.5,0.5,2.5,0.5,0,0,0,4.0,0,0,1.0,0,4.0,1.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
river_p64_t0.3_n0_022,720,960,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
game_p64_t0.3_n0_012,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,0.5,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
firework2_p64_t1.0_n20_026,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
boat2_p64_t1.0_n20_035,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
cherry_blossom_p64_t0.5_n10_030,1080,1920,"1,1.0,1.5,0.5,0,0,1,0.5,1,0,0.5,1.5,1.5,0,0,0,1.0,0,1.5,0.5,1.0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
tower_p64_t0.3_n0_023,720,1280,"2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
fushimi_inari_shrine_p64_t0.5_n10_066,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
stanford_corridor_p64_t0.5_n10_004,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
soccer2_p64_t0.5_n10_001,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,2.5,1.0,0,0,0,1.0,0,0,0,3.0,4.0,0,0,0,1.5,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
elevator_down_p64_t0.5_n10_047,1080,1440,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
birds2_p64_t1.0_n20_031,720,1280,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
build_log_p64_t0.5_n10_009,1080,1920,"0,0,0,0,0,3.5,4.0,4.0,2.0,0,3.5,4.5,3.5,2.0,1.0,1,3.0,4.0,0,1.0,1.5,3,4.0,4.0,4.0,3.0,4.0,3.5,3.0,3.0,3.0,4.0,4.5,3.5,3.0,1.0,2.0,0,0,0,0,0,0,0,0"
toy_robot_p64_t1.0_n20_043,1920,1080,"0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
christmas_decoration_p64_t1.0_n20_063,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
soccer1_p64_t0.5_n10_046,1920,1080,"2.5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
walking_over_bridge_p64_t0.3_n0_072,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
swimming_p64_t1.0_n20_001,1080,1920,"1,0,0,0,0,1.5,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
interactive_art_p64_t1.0_n20_038,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1,0.5,0,0,1,0,0,1.0,2.5,0.5,3.0,0,0,0,0,0,0,4.5,2.5,2.0,0,0,0.5,0"
concert4_p64_t1.0_n20_031,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
boat4_p64_t1.0_n20_073,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1,0,0,0.5,0,0,0.5,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
train_p64_t1.0_n20_035,1920,1080,"4,4.0,5.0,5.0,2.0,3.0,0.5,0,2.5,4.5,5,4,5.0,4.0,3.0,1.0,0.5,1.0,4.5,5.0,5.0,2.0,3.0,3.0,2.0,0.5,0,4.5,4.5,4.0,1.0,1.0,1.0,0.5,0,0,5.0,2.5,0,0,0,0,1,0,0"
swing_p64_t0.3_n0_064,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
boat4_p64_t0.5_n10_073,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5,1.0,0,0,1.0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
red_flags_p64_t1.0_n20_026,1920,1080,"0,0,1.0,0.5,0.5,0,0,0.5,0,0,0,0,0,0.5,2.0,0.5,0,0,0,1.0,0,1.0,0,0.5,0.5,0.5,0,0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
river_p64_t0.3_n0_003,720,960,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
pingpong_p64_t1.0_n20_024,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
boat2_p64_t0.5_n10_064,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
skate_board_p64_t0.5_n10_044,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
tower_p64_t1.0_n20_029,720,1280,"0,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
las_vegas2_p64_t1.0_n20_011,1280,720,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ship_p64_t0.5_n10_016,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.5,0,0,0,1.5,0,0.5,0,0,1.0,0.5,0,0,0"
boat2_p64_t0.5_n10_021,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
jumping_p64_t0.5_n10_003,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,3.0,2.0,1.0,0,1.0,2.0,1.0,1.0,0,0,0,0.5,1.0,0,0,0,0,0,0,0,0,0,0"
boat1_p64_t1.0_n20_014,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
fish1_p64_t0.5_n10_049,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
robot_walking_p64_t1.0_n20_045,1080,1920,"0,0,0,0,0.5,0.5,1,1,0.5,1.0,0,1.0,0.5,0,0.5,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
boat1_p64_t1.0_n20_035,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
bellagio_water_show_p64_t0.3_n0_008,1280,720,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
stanford_corridor_p64_t0.3_n0_061,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
light_p64_t0.5_n10_101,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
graduation_p64_t0.3_n0_073,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
las_vegas1_p64_t0.3_n0_008,1280,720,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ski1_p64_t0.3_n0_018,1920,1080,"0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,1,0.5,1.0,0,0,0,1.0,0,2.0,2.5,0.5,0.5,0,0,0,1.0,0,0,0,2.0,1.0,0,0,0,1.0"
snow_removal_vehicle_p64_t0.3_n0_014,1920,1080,"0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
panda_p64_t1.0_n20_006,1280,720,"1.0,1.0,0,2.0,2.0,2.0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
las_vegas2_p64_t0.5_n10_002,1280,720,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
turning_page_p64_t0.3_n0_019,1080,1920,"0,0,0,0,0,0,0,0.5,0,0,2.0,1.5,2.0,0.5,0,1,2.5,3.0,1.0,1.0,1.0,2,2.5,1.0,0.5,1.0,1.5,2.0,0.5,0,0,0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0"
griffith_observatory_p64_t0.3_n0_055,1280,720,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
lighting2_p64_t0.5_n10_059,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.0,0,0,0,1.0,4.0,0,0,0,0,0,0,0,0,0,0"
firework1_p64_t0.3_n0_018,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,3.0,1.0,5.0,4.5,0.5,1.5,1.5,5.0,3.5,0,0,0,0,0"
pouring_p64_t1.0_n20_074,720,1280,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
japan_hamburg_p64_t1.0_n20_020,720,1280,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
build_log_p64_t0.5_n10_033,1080,1920,"2,3.0,3.5,1.0,0,3.0,3.5,3.5,2.0,1.0,3,3.5,3.0,1.0,1.0,2.0,3.0,3.5,1.0,1.0,3,3.5,3.5,2.5,2.0,2.5,3.0,4.0,4.0,2.5,2.5,4.0,3.5,4.0,3.0,0.5,2.0,1.0,0,0,0,0,0,0,0"
swing_p64_t0.5_n10_064,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
newyear_firework_p64_t0.3_n0_110,1920,1080,"0,0,0,0,0,0,0,0,0,0,1.0,1.5,0.5,0,0,0,0,0,0,0,2.5,2.0,0,0,0,0,0,2.0,3.5,3.0,3.5,2.5,0.5,1.0,0,0,0,2.0,0,0,0,0,0,0,0"
book_moving_p64_t1.0_n20_104,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,3.0,0,0,0,0,3.0,0,0,0,0,1.0,0,0,0,0,1.0,0,0.5,0,0"
passing_by_buildings_p64_t0.3_n0_005,720,1280,"0,0,0.5,1.0,0.5,1,1.5,1.0,1.0,1.0,1.0,1.0,0,0,0.5,0.5,0,0.5,0,0,0,0,0,0"
pool_p64_t1.0_n20_012,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
boat1_p64_t0.5_n10_035,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
birds3_p64_t0.5_n10_001,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,1.0,0,1.0,3.0,3.0,1.5,0,0,1,0,1.5,1.5,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0"
lighting1_p64_t1.0_n20_005,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1.0,2,1.5,1.5,0,0,0,0,0,4.5,0,1.5,3.5,4.0,0,0,0,0,3.5,0,2.0,2.0,1.0,0,0,0"
whale_p64_t0.5_n10_086,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
line_moving_p64_t0.5_n10_021,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
christmas_decoration_p64_t1.0_n20_050,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
japan_hamburg_p64_t1.0_n20_047,720,1280,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
soccer1_p64_t0.5_n10_014,1920,1080,"1,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.5,0,0,2.5,1.0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
lighting2_p64_t0.3_n0_059,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0.5,2.5,0,0,0,0,0,0,0,0,0,0"
graduation_p64_t1.0_n20_094,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0,1.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
indian_bob_p64_t1.0_n20_021,1080,1920,"0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
soccer1_p64_t0.3_n0_014,1920,1080,"3,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,1.0,0,0,3.5,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
house_p64_t0.3_n0_024,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,0,0"
tower_p64_t0.3_n0_014,720,1280,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
house_p64_t0.3_n0_036,1080,1920,"0,0,0,0,0.5,0,0,0,0,2.0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0,2.0,0,0,0,0,2.0,0,0,0,0,2.0"
snow_throwing_p64_t0.5_n10_012,720,1280,"0.5,2.0,2.0,2.0,0,0,0.5,0,0,0,0,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0"
toy_robot_p64_t0.3_n0_035,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
bamboo_tree_p64_t1.0_n20_067,1080,1920,"0,0,0,0.5,1.5,0,0,0,0,3.0,0,0,0,0,2.5,0.5,0,0,0,3.5,3.0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
train_passing_p64_t0.5_n10_040,1080,1920,"0,1.5,0,0,0,0,0,0,0,1.5,0.5,0.5,2,0.5,0,1.0,0.5,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3"
fushimi_inari_shrine_p64_t0.3_n0_018,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
pool_p64_t0.3_n0_006,1920,1080,"0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
train_passing_p64_t0.5_n10_049,1080,1920,"0,0,0,0,0,1.0,0,0,0,0,0,0,0,0.5,0,1.0,2.5,1.0,0,0,1.5,0,0,0,2.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
fireplace_p64_t1.0_n20_027,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
lighting2_p64_t1.0_n20_025,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
robot_walking_p64_t0.5_n10_067,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
live_octopus_p64_t0.3_n0_003,960,720,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
pouring_p64_t1.0_n20_008,720,1280,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
panda_p64_t1.0_n20_097,1280,720,"1.0,0,0.5,0.5,1.5,1.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
bellagio_water_show_p64_t1.0_n20_061,1280,720,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
interactive_art_p64_t0.5_n10_038,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,2.5,0.5,0,0,0,1.0,0,0,1,3.5,0,3.0,1.0,0.5,0.5,0,0,0,4.5,2.0,3.5,0,0,1.0,0"
walking_over_bridge_p64_t1.0_n20_066,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
bamboo_tree_p64_t0.5_n10_036,1080,1920,"0,0,0,1,0.5,0,0,0.5,0,0,0,0,0,0,0.5,0.5,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
christmas_decoration_p64_t0.5_n10_050,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
snow_throwing_p64_t0.5_n10_002,720,1280,"0,0,0,0,0,0,0,0,1.0,0.5,0,0,1.5,0.5,2.0,0,1,0,0,0,0,0,0,0"
toy_robot_p64_t1.0_n20_027,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
boat2_p64_t1.0_n20_021,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
lighting1_p64_t0.5_n10_011,1920,1080,"0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,1.0,0.5,0.5,2.0,0,0,0,0,1,0,1.0,2,1,1,0,0"
las_vegas1_p64_t0.3_n0_011,1280,720,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
house_p64_t0.5_n10_024,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,1.0,0,0,0,0,1.0"
soccer2_p64_t1.0_n20_001,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.5,0,0,0,1.0,1.5,0,0,0,1,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
firework1_p64_t0.3_n0_022,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,2.0,0,0,0,0,2.5,3.0,3.5,3.5,0,0,1,3,1,0,0,0,0,0"
build_log_p64_t0.3_n0_040,1080,1920,"0,0,0,0,0,3.5,4.5,4.5,1.5,1.0,3.0,4.5,5.0,2.0,1.0,3.0,4.0,4.0,1.0,1.0,3.0,4.0,4.5,3.5,2.5,2.5,4.0,5.0,3.5,4.0,3.5,4.5,4.0,4.0,2.5,0,0,0,0,0,0,0,0,0,0"
walking_p64_t0.3_n0_016,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
toy_robot_p64_t0.5_n10_035,1920,1080,"0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,1.0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
running_on_log_p64_t1.0_n20_026,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
train_passing_p64_t1.0_n20_037,1080,1920,"0,0,0,0,0,0,0,0,0,0,2.0,2.0,0,0.5,0.5,0.5,1.0,0,0,0,1.0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
cherry_blossom_p64_t0.3_n0_030,1080,1920,"1.5,2.0,1.5,0,0,1.5,2.0,0.5,0.5,0,1.5,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
swing_p64_t0.5_n10_007,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
fish1_p64_t1.0_n20_019,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
boat1_p64_t0.3_n0_014,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
griffith_observatory_p64_t1.0_n20_057,1280,720,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
pool_p64_t0.5_n10_027,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,0,0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
lighting2_p64_t0.5_n10_047,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,0.5,0,0,0,0,0,0,0,0,0,0,0"
running_on_log_p64_t1.0_n20_044,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0"
las_vegas1_p64_t0.3_n0_053,1280,720,"0,0,0,0,0,0,0,0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
walking_p64_t1.0_n20_028,1080,1920,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
pingpong_p64_t0.5_n10_067,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
fish1_p64_t0.5_n10_016,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
running_on_log_p64_t0.3_n0_026,1920,1080,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5,1.5,0,0,0,0.5,0,0,0,1.0,1.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0"
